Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI,MACD,MACD_Signal,ROC,ATR,BB_Width,Vol_MA,Vol_Ratio,Return_1D,Return_5D,Return_10D,Target,Probability,Signal,Position_Change
2024-07-04,1538.45,1548.82,1532.32,1535.51,6837176,0.0335,0.054,0.1284,63.4993,0.0182,0.0124,5.4507,0.019,0.1172,13735406.2,0.4978,0.001,0.0153,0.0545,1,0.5245,1,2
2024-07-05,1535.31,1579.45,1529.55,1569.7,12269710,0.0508,0.0742,0.1518,68.3615,0.0198,0.0137,9.2444,0.0199,0.1209,13456105.6,0.9118,0.0223,0.0148,0.0924,1,0.5389,1,0
2024-07-08,1570.07,1589.63,1563.67,1581.82,9500806,0.053,0.079,0.1588,69.8926,0.0216,0.0152,11.0595,0.0202,0.1311,13003211.1,0.7307,0.0077,0.0261,0.1106,0,0.529,1,0
2024-07-09,1578.56,1581.43,1561.67,1571.33,6960002,0.0415,0.0689,0.1494,66.8761,0.0225,0.0167,9.3616,0.0198,0.1382,12888623.2,0.54,-0.0066,0.016,0.0936,0,0.5383,1,0
2024-07-10,1575.99,1578.46,1544.52,1565.35,7134578,0.0338,0.0621,0.1434,65.1498,0.0226,0.0179,4.6371,0.0199,0.1403,12656607.0,0.5637,-0.0038,0.0205,0.0464,0,0.5308,1,0
2024-07-11,1568.58,1585.13,1551.79,1561.82,11940946,0.0284,0.0572,0.1392,64.098,0.0222,0.0188,3.2738,0.02,0.1407,12749567.2,0.9366,-0.0023,0.0171,0.0327,1,0.5119,-1,-2
2024-07-12,1565.62,1586.02,1555.74,1577.7,12924784,0.035,0.0651,0.1491,66.7023,0.0222,0.0193,2.001,0.0204,0.1402,12936748.4,0.9991,0.0102,0.0051,0.02,1,0.5389,1,2
2024-07-15,1585.33,1586.72,1566.61,1578.19,5329688,0.0319,0.0627,0.1477,66.7824,0.0221,0.0199,2.3762,0.0206,0.1411,12795332.9,0.4165,0.0003,-0.0023,0.0238,0,0.536,1,0
2024-07-16,1574.51,1580.94,1550.43,1557.47,9386838,0.0166,0.0468,0.1312,60.1911,0.0211,0.0203,0.7074,0.019,0.1404,12904836.5,0.7274,-0.0131,-0.0088,0.0071,1,0.4854,-1,-2
2024-07-18,1557.22,1574.91,1539.26,1567.77,12298374,0.021,0.0515,0.1371,62.1889,0.0202,0.0202,2.2061,0.019,0.1324,13083461.5,0.94,0.0066,0.0015,0.0221,0,0.5077,-1,0
2024-07-19,1567.1,1571.03,1534.3,1536.62,13140390,0.0007,0.0294,0.1132,53.4522,0.0181,0.0201,0.0723,0.0188,0.1274,12934792.2,1.0159,-0.0199,-0.0161,0.0007,0,0.4887,-1,0
2024-07-22,1518.93,1519.18,1481.41,1482.79,19674376,-0.0312,-0.0064,0.0734,42.3736,0.0137,0.0194,-5.5367,0.021,0.1215,12359993.0,1.5918,-0.035,-0.0602,-0.0554,0,0.4726,-1,0
2024-07-23,1483.11,1487.81,1445.57,1470.17,18052044,-0.0358,-0.0143,0.0636,40.2665,0.0089,0.0174,-7.0583,0.0225,0.1087,12818675.9,1.4083,-0.0085,-0.0684,-0.0706,1,0.4973,-1,0
2024-07-24,1467.31,1491.51,1458.81,1477.88,11913362,-0.0279,-0.0088,0.0685,42.1589,0.0054,0.015,-5.9472,0.0224,0.0953,13062074.7,0.9121,0.0052,-0.0511,-0.0595,0,0.5081,-1,0
2024-07-25,1463.35,1482.6,1459.47,1474.62,12519876,-0.0273,-0.0106,0.0654,41.5593,0.0024,0.0125,-5.7961,0.0228,0.1001,12587324.4,0.9946,-0.0022,-0.0594,-0.058,1,0.5075,-1,0
2024-07-26,1474.62,1494.4,1472.59,1491.04,9859940,-0.0149,0.0004,0.0764,45.7444,0.0009,0.01,-4.5319,0.0212,0.102,11661169.9,0.8455,0.0111,-0.0297,-0.0453,1,0.4764,-1,0
2024-07-29,1493.93,1509.3,1493.76,1501.99,7538550,-0.007,0.0075,0.0834,48.3982,0.0003,0.008,-4.7988,0.0206,0.1034,10590230.6,0.7118,0.0073,0.0129,-0.048,0,0.4914,-1,0
2024-07-30,1498.95,1506.83,1492.01,1495.12,8228208,-0.0104,0.0028,0.0776,46.8499,-0.0005,0.0064,-5.2636,0.0205,0.1066,10615425.7,0.7751,-0.0046,0.017,-0.0526,0,0.4714,-1,0
2024-07-31,1486.08,1492.45,1483.26,1487.49,10057346,-0.014,-0.0023,0.0714,45.1233,-0.0015,0.0048,-4.4932,0.0195,0.1104,10730830.7,0.9372,-0.0051,0.0065,-0.0449,1,0.4711,-1,0
2024-08-01,1493.98,1499.91,1486.38,1497.24,10764222,-0.0068,0.0041,0.0776,47.7721,-0.0018,0.0035,-4.4987,0.0185,0.1114,10816560.8,0.9952,0.0066,0.0153,-0.045,0,0.4921,-1,0
2024-08-02,1487.07,1491.34,1475.48,1481.46,10268248,-0.0157,-0.0062,0.0655,44.0649,-0.0028,0.0022,-3.5897,0.0182,0.1161,10988114.4,0.9345,-0.0105,-0.0064,-0.0359,0,0.445,-1,0
2024-08-05,1462.37,1466.22,1416.17,1430.08,17046704,-0.0453,-0.0392,0.0283,34.6394,-0.0066,0.0005,-3.5548,0.0212,0.1308,11226964.1,1.5184,-0.0347,-0.0479,-0.0355,1,0.49,-1,0
2024-08-06,1437.81,1459.89,1434.03,1438.7,10236186,-0.0359,-0.0321,0.0341,37.0713,-0.0089,-0.0014,-2.1406,0.021,0.1325,11263733.1,0.9088,0.006,-0.0377,-0.0214,1,0.5179,-1,0
2024-08-07,1451.5,1454.95,1444.09,1447.37,8174568,-0.0273,-0.0253,0.0399,39.5093,-0.0101,-0.0031,-2.0644,0.0199,0.1316,11324461.4,0.7219,0.006,-0.027,-0.0206,0,0.489,-1,0
2024-08-08,1440.16,1447.54,1428.7,1431.86,12387192,-0.0343,-0.0344,0.0285,36.7653,-0.0119,-0.0049,-2.8997,0.0192,0.1347,11587092.1,1.0691,-0.0107,-0.0437,-0.029,1,0.5088,-1,0
2024-08-09,1442.6,1458.91,1438.65,1456.73,6249776,-0.0158,-0.0169,0.0459,43.5371,-0.0115,-0.0061,-2.3011,0.0175,0.1284,11302533.6,0.553,0.0174,-0.0167,-0.023,0,0.5222,1,2
2024-08-12,1452.48,1455.45,1440.38,1443.22,8184584,-0.0227,-0.025,0.0358,40.9703,-0.0121,-0.0074,-3.9128,0.0164,0.1211,11065523.6,0.7396,-0.0093,0.0092,-0.0391,1,0.511,-1,-2
2024-08-13,1443.34,1452.56,1440.63,1446.19,6265064,-0.0187,-0.0221,0.0375,41.7829,-0.0122,-0.0083,-3.2726,0.0153,0.1078,11112292.4,0.5638,0.0021,0.0052,-0.0327,0,0.5312,1,2
2024-08-14,1446.11,1454.46,1436.38,1444.43,6267466,-0.018,-0.0224,0.0359,41.4191,-0.0122,-0.0091,-2.8948,0.0151,0.0977,10956323.8,0.572,-0.0012,-0.002,-0.0289,1,0.537,1,0
2024-08-16,1451.15,1462.76,1440.68,1460.59,9416902,-0.0064,-0.011,0.047,46.0635,-0.011,-0.0094,-2.4478,0.015,0.0762,10812250.2,0.8709,0.0112,0.0201,-0.0245,1,0.5035,-1,-2
2024-08-19,1469.81,1485.47,1467.82,1475.66,13797742,0.0035,-0.0008,0.0572,50.0413,-0.0092,-0.0093,-0.3915,0.0151,0.0624,10845117.8,1.2723,0.0103,0.013,-0.0039,1,0.5415,1,2
2024-08-20,1484.41,1491.05,1477.27,1483.14,8411808,0.0078,0.0041,0.0619,51.936,-0.0073,-0.0089,3.7103,0.0151,0.0622,10281989.4,0.8181,0.0051,0.0277,0.0371,1,0.521,1,0
2024-08-21,1480.46,1494.96,1477.24,1485.84,7769996,0.0087,0.0057,0.0631,52.6343,-0.0056,-0.0082,3.2766,0.0153,0.0631,9767887.0,0.7955,0.0018,0.0274,0.0328,0,0.5174,-1,-2
2024-08-22,1490.13,1493.6,1477.89,1485.3,10445782,0.0075,0.0051,0.0621,52.4701,-0.0043,-0.0074,2.6206,0.0154,0.0637,9694508.0,1.0775,-0.0004,0.0283,0.0262,1,0.5413,1,2
2024-08-23,1490.87,1498.38,1485.6,1487.13,9249654,0.0079,0.0061,0.0627,53.0052,-0.0031,-0.0065,3.86,0.015,0.0646,9530996.9,0.9705,0.0012,0.0182,0.0386,1,0.539,1,0
2024-08-26,1494.07,1509.96,1490.13,1499.65,8816114,0.0148,0.014,0.0709,56.6043,-0.0014,-0.0055,2.9463,0.0129,0.0654,9478805.6,0.9301,0.0084,0.0163,0.0295,0,0.5458,1,0
2024-08-27,1497.57,1500.52,1486.61,1487.6,6251156,0.006,0.0056,0.0616,52.4415,-0.0008,-0.0046,3.0751,0.0122,0.0637,9414435.9,0.664,-0.008,0.003,0.0308,0,0.5312,1,0
2024-08-28,1492.11,1494.57,1480.22,1485.47,9610286,0.0041,0.004,0.0595,51.7174,-0.0004,-0.0037,2.7161,0.0121,0.0625,9483539.8,1.0134,-0.0014,-0.0002,0.0272,1,0.5362,1,0
2024-08-29,1490.23,1523.84,1481.21,1507.9,38335358,0.0174,0.0184,0.0747,58.2538,0.0012,-0.0027,4.3941,0.0131,0.0651,10897440.4,3.5178,0.0151,0.0152,0.0439,0,0.5816,1,0
2024-08-30,1520.87,1526.54,1490.45,1496.7,41620730,0.0089,0.0104,0.066,54.3008,0.0017,-0.0018,2.4723,0.0136,0.0655,12440265.8,3.3456,-0.0074,0.0064,0.0247,1,0.5468,1,0
2024-09-02,1497.94,1513.73,1493.73,1503.27,11240852,0.0121,0.0142,0.0699,56.1793,0.0025,-0.001,1.871,0.0137,0.068,12488896.0,0.9001,0.0044,0.0024,0.0187,0,0.5445,1,0
2024-09-03,1508.23,1509.96,1494.59,1496.2,10923800,0.0066,0.0091,0.0642,53.6248,0.0027,-0.0002,0.8806,0.0139,0.0652,12182750.8,0.8967,-0.0047,0.0058,0.0088,1,0.5402,1,0
2024-09-04,1487.85,1504.51,1486.66,1501.58,11983304,0.0092,0.0122,0.0673,55.2908,0.0032,0.0005,1.0593,0.0139,0.0633,12270106.7,0.9766,0.0036,0.0108,0.0106,0,0.5453,1,0
2024-09-05,1506.04,1512.71,1474.32,1480.19,16264168,-0.0046,-0.0021,0.0515,47.9199,0.0023,0.0008,-0.344,0.0149,0.0615,12674586.7,1.2832,-0.0142,-0.0184,-0.0034,0,0.5092,-1,-2
2024-09-06,1479.72,1484.18,1449.11,1452.28,19394228,-0.0212,-0.0201,0.0314,40.3595,0.0001,0.0007,-2.3434,0.0157,0.0578,13024938.5,1.489,-0.0189,-0.0297,-0.0234,0,0.4928,-1,0
2024-09-09,1453.94,1457.34,1443.14,1449.93,9010298,-0.0207,-0.0209,0.0294,39.7903,-0.0018,0.0002,-3.3154,0.0156,0.0591,13162964.6,0.6845,-0.0016,-0.0355,-0.0332,0,0.5265,1,2
2024-09-10,1448.0,1459.45,1445.1,1449.01,10768260,-0.0193,-0.0207,0.0285,39.5551,-0.0033,-0.0005,-2.5941,0.0155,0.0578,13292148.4,0.8101,-0.0006,-0.0315,-0.0259,0,0.5079,-1,-2
2024-09-11,1450.52,1456.17,1435.16,1439.07,9760202,-0.0236,-0.0263,0.0212,37.0095,-0.005,-0.0014,-3.1236,0.0158,0.06,13466905.3,0.7248,-0.0069,-0.0416,-0.0312,1,0.5151,-1,0
2024-09-12,1444.53,1473.28,1433.5,1467.13,22349376,-0.0042,-0.0071,0.0407,47.3166,-0.0046,-0.002,-2.7038,0.0168,0.0552,14271000.8,1.5661,0.0195,-0.0088,-0.027,0,0.5139,-1,0
2024-09-13,1463.76,1470.45,1456.92,1460.02,8711328,-0.0081,-0.0114,0.0353,45.2942,-0.0048,-0.0026,-2.4507,0.0165,0.0556,14235722.1,0.6119,-0.0048,0.0053,-0.0245,0,0.4928,-1,0
2024-09-16,1464.9,1468.22,1452.21,1458.75,5481774,-0.0081,-0.0118,0.034,44.9249,-0.0049,-0.003,-2.9615,0.0166,0.057,13819923.7,0.3967,-0.0009,0.0061,-0.0296,1,0.4998,-1,0
2024-09-17,1461.38,1464.82,1454.07,1459.69,5935328,-0.0068,-0.0107,0.0343,45.2805,-0.0049,-0.0034,-2.4402,0.0164,0.0581,13696099.7,0.4334,0.0006,0.0074,-0.0244,0,0.5062,-1,0
2024-09-18,1457.41,1469.31,1448.04,1450.92,8574714,-0.0116,-0.016,0.0278,42.5214,-0.0053,-0.0038,-3.3738,0.0154,0.0604,13736335.6,0.6242,-0.006,0.0082,-0.0337,1,0.5234,1,2
2024-09-19,1453.7,1463.86,1443.09,1457.09,16955902,-0.0067,-0.0114,0.0319,45.0579,-0.0052,-0.0041,-1.5606,0.0146,0.0609,14061841.6,1.2058,0.0043,-0.0068,-0.0156,1,0.5138,-1,-2
2024-09-20,1461.38,1482.2,1458.78,1473.2,30897320,0.0039,-0.0004,0.0428,51.123,-0.0042,-0.0041,1.4405,0.0147,0.0597,15144224.9,2.0402,0.0111,0.009,0.0144,1,0.5318,1,2
2024-09-23,1478.23,1488.64,1476.2,1480.59,8832314,0.0081,0.0044,0.0476,53.6506,-0.0029,-0.0038,2.1146,0.0146,0.0573,15145034.9,0.5832,0.005,0.015,0.0211,0,0.5402,1,0
2024-09-24,1475.76,1487.65,1475.14,1476.62,17137444,0.0049,0.0016,0.0443,52.0921,-0.0022,-0.0035,1.9054,0.0144,0.0567,15689349.3,1.0923,-0.0027,0.0116,0.0191,1,0.5419,1,0
2024-09-25,1471.19,1483.69,1467.53,1481.16,7069002,0.0072,0.0045,0.047,53.7468,-0.0013,-0.003,2.9248,0.0133,0.0562,15562285.1,0.4542,0.0031,0.0208,0.0292,1,0.5487,1,0
2024-09-26,1477.89,1491.12,1475.31,1485.12,18818998,0.0089,0.0069,0.0493,55.2003,-0.0004,-0.0025,1.2262,0.0123,0.052,14586467.1,1.2902,0.0027,0.0192,0.0123,1,0.5525,1,0
2024-09-27,1486.17,1520.35,1479.23,1513.11,20597478,0.0252,0.0249,0.0683,63.848,0.0018,-0.0016,3.6363,0.0134,0.0549,13535304.5,1.5218,0.0188,0.0271,0.0364,0,0.5847,1,0
2024-09-30,1506.39,1511.92,1461.78,1463.93,27008814,-0.0073,-0.0081,0.0333,46.7664,0.001,-0.0011,0.3551,0.0156,0.0531,14323702.6,1.8856,-0.0325,-0.0113,0.0036,0,0.4826,-1,-2
2024-10-01,1467.97,1475.21,1450.3,1452.28,16431642,-0.0138,-0.0154,0.0248,43.7785,-0.0004,-0.001,-0.5076,0.016,0.0517,14599094.7,1.1255,-0.008,-0.0165,-0.0051,0,0.5048,-1,0
2024-10-03,1424.28,1436.99,1390.07,1394.93,37757294,-0.048,-0.0523,-0.0155,32.7021,-0.0049,-0.0018,-3.8589,0.0178,0.0666,15887794.2,2.3765,-0.0395,-0.0582,-0.0386,0,0.4776,-1,0
2024-10-04,1391.9,1405.21,1369.94,1374.65,37072876,-0.0563,-0.0636,-0.0296,29.8282,-0.0096,-0.0034,-5.6579,0.0192,0.0872,16928229.6,2.19,-0.0145,-0.0744,-0.0566,0,0.4879,-1,0
2024-10-07,1381.57,1384.54,1349.72,1358.99,22181340,-0.061,-0.0716,-0.0402,27.7967,-0.0141,-0.0056,-7.7525,0.0204,0.1093,17067585.2,1.2996,-0.0114,-0.1019,-0.0775,1,0.5175,-1,0
2024-10-08,1361.22,1389.0,1353.41,1385.39,17020808,-0.0389,-0.0515,-0.0214,35.7419,-0.0156,-0.0075,-6.4299,0.0213,0.1156,17468110.7,0.9744,0.0194,-0.0537,-0.0643,0,0.5541,1,2
2024-10-09,1385.56,1388.98,1360.75,1362.83,14310610,-0.0496,-0.0645,-0.037,32.4553,-0.0184,-0.0098,-7.7061,0.022,0.1304,17645228.2,0.811,-0.0163,-0.0616,-0.0771,0,0.5233,1,0
2024-10-10,1368.21,1374.13,1357.7,1359.31,22358646,-0.0473,-0.0645,-0.0391,31.9614,-0.0205,-0.0119,-8.2267,0.0218,0.1424,18275150.4,1.2234,-0.0026,-0.0255,-0.0823,1,0.5434,1,0
2024-10-11,1358.27,1371.43,1357.11,1360.35,7980122,-0.0423,-0.0614,-0.038,32.2892,-0.0217,-0.0139,-8.4013,0.0212,0.1504,17556687.7,0.4545,0.0008,-0.0104,-0.084,1,0.5469,1,0
2024-10-14,1367.64,1368.26,1356.54,1360.77,12221432,-0.0382,-0.0589,-0.0373,32.4308,-0.0224,-0.0156,-10.068,0.021,0.1569,17732192.9,0.6892,0.0003,0.0013,-0.1007,0,0.5428,1,0
2024-10-15,1346.89,1359.96,1329.22,1332.52,33762794,-0.0529,-0.0756,-0.0568,28.1647,-0.0249,-0.0177,-8.9765,0.0225,0.1717,19146243.9,1.7634,-0.0208,-0.0382,-0.0898,1,0.5161,-1,-2
2024-10-16,1328.53,1352.32,1326.17,1342.48,20034438,-0.0416,-0.0662,-0.0492,31.5819,-0.0254,-0.0192,-7.5605,0.0229,0.1768,19851199.4,1.0092,0.0075,-0.0149,-0.0756,1,0.5525,1,2
2024-10-17,1354.01,1356.73,1340.47,1344.81,15543660,-0.0363,-0.0622,-0.0471,32.3922,-0.0255,-0.0204,-3.593,0.0228,0.1814,20199646.7,0.7695,0.0017,-0.0107,-0.0359,1,0.5355,1,0
2024-10-18,1340.6,1356.71,1329.84,1347.66,12082452,-0.0311,-0.058,-0.0447,33.4306,-0.0251,-0.0213,-1.9634,0.022,0.1832,19955974.2,0.6055,0.0021,-0.0093,-0.0196,1,0.5388,1,0
2024-10-21,1355.42,1362.24,1346.1,1357.48,14067408,-0.0218,-0.0492,-0.0374,37.0202,-0.0237,-0.0217,-0.1111,0.02,0.1787,19114478.6,0.736,0.0073,-0.0024,-0.0011,0,0.532,1,0
2024-10-22,1357.48,1364.22,1328.75,1331.85,15831960,-0.0366,-0.0647,-0.055,32.1478,-0.0245,-0.0226,-3.8646,0.021,0.179,19464460.9,0.8134,-0.0189,-0.0005,-0.0386,0,0.5162,-1,-2
2024-10-23,1326.05,1345.85,1323.57,1327.06,17214742,-0.0364,-0.0655,-0.0579,31.3182,-0.0249,-0.0231,-2.6247,0.0189,0.1751,19468325.8,0.8842,-0.0036,-0.0115,-0.0262,1,0.5275,1,2
2024-10-24,1323.84,1332.2,1311.8,1328.33,22155934,-0.0322,-0.0623,-0.0564,31.8206,-0.0247,-0.0234,-2.2791,0.0181,0.1656,20222672.4,1.0956,0.001,-0.0123,-0.0228,0,0.5323,1,0
2024-10-25,1332.0,1332.84,1310.68,1316.48,18597496,-0.0371,-0.0681,-0.0642,29.6419,-0.0253,-0.0239,-3.2249,0.0176,0.1539,20211597.3,0.9201,-0.0089,-0.0231,-0.0322,1,0.5257,1,0
2024-10-28,1325.55,1341.42,1310.78,1322.93,10824350,-0.0294,-0.0612,-0.0591,32.3567,-0.0247,-0.024,-2.7808,0.0172,0.1181,19722940.9,0.5488,0.0049,-0.0255,-0.0278,1,0.539,1,0
2024-10-29,1316.73,1331.7,1309.0,1328.53,12008361,-0.0229,-0.0551,-0.0546,34.7121,-0.0237,-0.0239,-0.2994,0.0168,0.0942,18972918.25,0.6329,0.0042,-0.0025,-0.003,1,0.5342,1,0
2024-10-30,1323.57,1338.44,1314.0,1332.39,11984423,-0.0182,-0.0504,-0.0514,36.3571,-0.0223,-0.0235,-0.7516,0.0172,0.0646,18750557.3,0.6392,0.0029,0.004,-0.0075,0,0.5306,1,0
2024-10-31,1328.53,1331.5,1314.8,1320.65,9331650,-0.0243,-0.0566,-0.0592,33.5853,-0.022,-0.0234,-1.7965,0.0175,0.0587,17329275.1,0.5385,-0.0088,-0.0058,-0.018,1,0.5429,1,0
2024-11-01,1321.64,1330.46,1321.59,1327.19,2127335,-0.0177,-0.05,-0.054,36.4901,-0.0209,-0.0228,-1.5189,0.0174,0.0555,15581998.05,0.1365,0.005,0.0081,-0.0152,0,0.5389,1,0
2024-11-04,1326.4,1328.53,1274.1,1291.0,19796890,-0.0404,-0.0731,-0.0791,28.9457,-0.0226,-0.0232,-4.8973,0.0191,0.0658,15462775.55,1.2803,-0.0273,-0.0241,-0.049,1,0.5108,-1,-2
2024-11-05,1281.93,1298.34,1275.14,1294.12,16267479,-0.0346,-0.0683,-0.0761,30.284,-0.023,-0.0231,-2.8329,0.0189,0.0635,15425109.1,1.0546,0.0024,-0.0259,-0.0283,1,0.5303,1,2
2024-11-06,1298.78,1316.93,1289.07,1314.0,21625209,-0.0179,-0.052,-0.0613,38.2627,-0.0215,-0.0225,-0.9841,0.0192,0.0605,15790839.05,1.3695,0.0154,-0.0138,-0.0098,0,0.5516,1,0
2024-11-07,1312.66,1312.66,1291.45,1294.47,9611974,-0.0295,-0.0636,-0.0746,34.1302,-0.0219,-0.0227,-2.5491,0.0193,0.0633,15153505.45,0.6343,-0.0149,-0.0198,-0.0255,0,0.5201,1,0
2024-11-08,1286.54,1290.51,1264.08,1272.76,19814406,-0.0416,-0.0765,-0.0893,30.2226,-0.0234,-0.0231,-3.321,0.0204,0.0711,15745219.65,1.2584,-0.0168,-0.041,-0.0332,0,0.5229,1,0
2024-11-11,1268.0,1274.99,1256.15,1261.8,9056552,-0.0453,-0.0814,-0.0963,28.4516,-0.025,-0.0237,-4.6208,0.0197,0.0791,15586975.65,0.581,-0.0086,-0.0226,-0.0462,1,0.534,1,0
2024-11-12,1264.63,1278.26,1256.65,1263.34,10671091,-0.0401,-0.0773,-0.0943,29.0805,-0.0256,-0.024,-4.9069,0.0196,0.0876,14432390.5,0.7394,0.0012,-0.0238,-0.0491,0,0.531,1,0
2024-11-13,1259.37,1264.53,1238.8,1241.33,14633633,-0.0517,-0.0901,-0.1091,25.6153,-0.0277,-0.0251,-6.8343,0.0203,0.1017,14162350.25,1.0333,-0.0174,-0.0553,-0.0683,1,0.5215,1,0
2024-11-14,1242.87,1261.7,1240.39,1256.75,12612633,-0.0363,-0.0759,-0.0972,31.7511,-0.0273,-0.0253,-4.8385,0.02,0.104,14015798.9,0.8999,0.0124,-0.0291,-0.0484,0,0.5351,1,0
2024-11-18,1256.75,1262.0,1233.25,1249.96,13620611,-0.0377,-0.078,-0.1011,30.5558,-0.0276,-0.0259,-5.8191,0.02,0.1072,14092706.85,0.9665,-0.0054,-0.0179,-0.0582,0,0.5339,1,0
2024-11-19,1249.96,1270.53,1224.57,1231.02,14183746,-0.0475,-0.0887,-0.1137,27.4516,-0.029,-0.0268,-4.646,0.0216,0.1116,14098523.75,1.006,-0.0152,-0.0244,-0.0465,0,0.5275,1,0
2024-11-21,1231.02,1233.3,1206.83,1212.53,19433843,-0.0563,-0.0987,-0.126,24.8025,-0.0311,-0.028,-6.3047,0.0221,0.1248,14278617.9,1.361,-0.015,-0.0402,-0.063,1,0.5235,1,0
2024-11-22,1218.87,1257.99,1211.98,1254.57,20471957,-0.0213,-0.065,-0.0948,39.1747,-0.0283,-0.0273,-4.5228,0.0229,0.1196,14441478.65,1.4176,0.0347,0.0107,-0.0452,1,0.5617,1,0
2024-11-25,1278.95,1293.28,1271.47,1275.98,28923341,-0.0042,-0.0472,-0.0786,44.9457,-0.0249,-0.0265,-1.4284,0.0242,0.1134,14779849.0,1.9569,0.0171,0.0153,-0.0143,1,0.5532,1,0
2024-11-26,1283.86,1286.74,1273.2,1284.61,9247557,0.0023,-0.0393,-0.0717,47.1235,-0.0215,-0.0253,0.931,0.0217,0.11,14312352.05,0.6461,0.0068,0.0277,0.0093,0,0.5295,1,0
2024-11-27,1282.43,1292.69,1274.99,1282.13,9572746,0.0003,-0.0396,-0.0728,46.5536,-0.019,-0.0241,1.6112,0.0215,0.1059,14249771.85,0.6718,-0.0019,0.0415,0.0161,0,0.538,1,0
2024-11-28,1278.91,1285.5,1258.18,1259.92,15027412,-0.0154,-0.0541,-0.0881,41.6908,-0.0185,-0.0233,-0.2707,0.0218,0.1021,14400724.4,1.0435,-0.0173,0.0391,-0.0027,1,0.5397,1,0
2024-11-29,1269.04,1288.37,1264.33,1281.14,13202307,0.0011,-0.0367,-0.072,47.3495,-0.016,-0.0215,3.207,0.0218,0.0916,14461618.6,0.9129,0.0168,0.0212,0.0321,1,0.548,1,0
2024-12-02,1276.97,1300.12,1266.12,1297.94,11024152,0.0128,-0.0232,-0.0593,51.373,-0.0129,-0.0196,3.2775,0.0217,0.0857,14546243.7,0.7579,0.0131,0.0172,0.0328,1,0.5183,-1,-2
2024-12-03,1305.72,1315.44,1295.81,1311.97,16869482,0.0215,-0.0121,-0.0487,54.5001,-0.0095,-0.0174,4.961,0.0215,0.0805,15283351.05,1.1038,0.0108,0.0213,0.0496,0,0.5244,1,2
2024-12-04,1314.65,1317.03,1292.88,1297.74,19608540,0.0094,-0.022,-0.0585,50.9231,-0.0078,-0.0156,5.4199,0.0219,0.0823,15273933.55,1.2838,-0.0108,0.0122,0.0542,1,0.4861,-1,-2
2024-12-05,1303.1,1318.56,1294.97,1310.73,16858723,0.0176,-0.0117,-0.0486,53.8977,-0.0054,-0.0135,8.0988,0.0216,0.0845,15303495.75,1.1016,0.01,0.0403,0.081,0,0.5248,1,2
2024-12-06,1312.56,1312.56,1298.78,1300.32,9037514,0.0086,-0.0188,-0.0556,51.2185,-0.0042,-0.0117,3.6467,0.0213,0.0823,14674111.0,0.6159,-0.0079,0.015,0.0365,0,0.4855,-1,-2
2024-12-09,1291.84,1303.74,1282.03,1284.06,14650002,-0.0036,-0.0299,-0.0668,47.2663,-0.0043,-0.0103,0.6332,0.0212,0.0822,14926012.4,0.9815,-0.0125,-0.0107,0.0063,0,0.4839,-1,0
2024-12-10,1278.21,1283.81,1269.24,1273.85,16043729,-0.0105,-0.0362,-0.0735,44.9223,-0.0049,-0.0093,-0.8376,0.0196,0.0829,14737478.55,1.0886,-0.008,-0.0291,-0.0084,0,0.5047,-1,0
2024-12-11,1274.0,1278.95,1265.12,1267.26,11724373,-0.0141,-0.0396,-0.0776,43.4254,-0.0057,-0.0086,-1.1598,0.019,0.0831,14870869.6,0.7884,-0.0052,-0.0235,-0.0116,0,0.5072,-1,0
2024-12-12,1259.13,1267.26,1249.81,1252.09,20906813,-0.0235,-0.0492,-0.0878,40.1118,-0.0073,-0.0085,-0.6215,0.0176,0.0851,15382655.7,1.3591,-0.012,-0.0447,-0.0062,1,0.5027,-1,0
2024-12-13,1249.21,1264.28,1228.99,1261.95,28630222,-0.0143,-0.0402,-0.0799,43.1483,-0.0078,-0.0083,-1.4979,0.0173,0.0818,16082485.15,1.7802,0.0079,-0.0295,-0.015,0,0.5109,-1,0
2024-12-16,1264.08,1270.03,1255.71,1257.44,9486781,-0.0162,-0.0419,-0.0824,42.0969,-0.0084,-0.0083,-3.1203,0.0174,0.082,15926192.55,0.5957,-0.0036,-0.0207,-0.0312,0,0.5332,1,2
2024-12-17,1250.25,1253.08,1232.16,1234.64,17462791,-0.0309,-0.0571,-0.0982,37.1664,-0.0104,-0.0089,-5.8942,0.0181,0.0865,16118301.55,1.0834,-0.0181,-0.0308,-0.0589,1,0.5015,-1,-2
2024-12-18,1230.03,1249.16,1230.03,1242.52,12670179,-0.0224,-0.0492,-0.0916,39.7911,-0.0111,-0.0093,-4.2551,0.0176,0.0833,16042623.2,0.7898,0.0064,-0.0195,-0.0426,0,0.5078,-1,0
2024-12-19,1228.39,1234.24,1218.48,1219.91,14244653,-0.0365,-0.0641,-0.1072,35.2421,-0.0134,-0.0102,-6.929,0.0176,0.0821,15783163.7,0.9025,-0.0182,-0.0257,-0.0693,0,0.495,-1,0
2024-12-20,1213.52,1228.89,1191.21,1194.98,20312896,-0.0511,-0.0802,-0.1243,31.0299,-0.0167,-0.0117,-8.1011,0.0182,0.1013,15775210.65,1.2876,-0.0204,-0.0531,-0.081,1,0.5057,-1,0
