Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI,MACD,MACD_Signal,ROC,ATR,BB_Width,Vol_MA,Vol_Ratio,Return_1D,Return_5D,Return_10D,Target
2021-09-14,1075.68,1084.29,1071.6,1072.71,8908356,0.0299,0.0721,0.1439,66.1702,0.031,0.0274,4.3249,0.0207,0.1767,15501032.5,0.5747,-0.0013,-0.0236,0.0432,1
2021-09-15,1072.74,1085.08,1072.74,1077.17,9071075,0.0308,0.0733,0.147,67.2218,0.0297,0.0278,5.3199,0.0202,0.1743,14857814.05,0.6105,0.0042,-0.0257,0.0532,1
2021-09-16,1078.65,1103.65,1072.06,1099.78,13448882,0.0472,0.0917,0.1691,71.9774,0.0295,0.0277,7.1065,0.0206,0.1705,14897349.7,0.9028,0.021,-0.0013,0.0711,0
2021-09-17,1107.84,1112.3,1075.95,1082.72,34882133,0.028,0.0717,0.1492,64.3867,0.0286,0.0282,4.1908,0.0226,0.168,16137663.35,2.1615,-0.0155,-0.0145,0.0419,1
2021-09-20,1074.37,1095.31,1073.42,1084.44,11779819,0.0267,0.0703,0.1493,64.7899,0.0273,0.028,0.245,0.0225,0.1567,16255340.2,0.7247,0.0016,0.0096,0.0024,1
2021-09-21,1089.27,1094.52,1079.76,1089.13,9915736,0.0281,0.0718,0.1525,65.9228,0.0263,0.0276,-0.862,0.0222,0.1444,16258407.25,0.6099,0.0043,0.0153,-0.0086,1
2021-09-22,1090.63,1106.03,1086.21,1100.82,10995912,0.0353,0.0797,0.163,68.6318,0.0259,0.027,-0.426,0.0222,0.1331,16214979.25,0.6781,0.0107,0.022,-0.0043,1
2021-09-23,1108.47,1130.94,1107.61,1127.72,15748397,0.0545,0.1015,0.1891,73.7944,0.0267,0.0264,2.4083,0.0221,0.1262,16333371.15,0.9642,0.0244,0.0254,0.0241,0
2021-09-24,1133.9,1134.76,1119.61,1124.46,15192163,0.0463,0.0941,0.1835,72.2426,0.0275,0.0267,2.3539,0.0202,0.1223,16163498.5,0.9399,-0.0029,0.0386,0.0235,1
2021-09-27,1126.41,1145.84,1121.11,1143.37,15373834,0.0575,0.1077,0.201,75.4654,0.0285,0.0267,6.4471,0.0188,0.117,16408158.4,0.937,0.0168,0.0543,0.0645,1
2021-09-28,1147.69,1161.69,1138.09,1154.06,18035258,0.0606,0.1129,0.2096,77.0852,0.0298,0.0271,7.5836,0.0188,0.1186,16608568.2,1.0859,0.0093,0.0596,0.0758,0
2021-09-29,1164.0,1164.0,1141.38,1144.91,9719875,0.0469,0.0996,0.1977,72.6633,0.0303,0.0279,6.2887,0.019,0.1132,15770288.8,0.6163,-0.0079,0.0401,0.0629,0
2021-09-30,1143.62,1147.97,1132.45,1141.01,13590654,0.0391,0.0917,0.1913,70.7991,0.03,0.0284,3.7489,0.0194,0.1031,15892547.2,0.8552,-0.0034,0.0118,0.0375,1
2021-10-01,1133.18,1150.32,1130.03,1143.03,8958928,0.0369,0.0896,0.1911,71.2111,0.0295,0.0286,5.5702,0.0188,0.0937,15842655.1,0.5655,0.0018,0.0165,0.0557,1
2021-10-04,1156.3,1166.2,1149.08,1157.73,10918552,0.0452,0.0992,0.204,74.0773,0.0294,0.0285,6.7583,0.0192,0.0979,14855361.3,0.735,0.0129,0.0126,0.0676,1
2021-10-05,1157.25,1183.02,1153.74,1181.75,13533634,0.0602,0.1166,0.2261,77.9418,0.0303,0.0284,8.504,0.0199,0.1091,13849957.5,0.9772,0.0207,0.024,0.085,0
2021-10-06,1186.62,1186.62,1155.44,1159.4,10258881,0.0361,0.0914,0.2005,67.8118,0.0302,0.0292,5.3215,0.0202,0.1159,13495407.45,0.7602,-0.0189,0.0127,0.0532,1
2021-10-07,1175.32,1177.02,1162.96,1165.09,6336665,0.0372,0.0926,0.2039,68.9193,0.0295,0.0291,3.3138,0.019,0.12,13097158.15,0.4838,0.0049,0.0211,0.0331,1
2021-10-08,1170.91,1215.81,1169.21,1209.86,15772493,0.0692,0.1287,0.2471,75.9353,0.0307,0.0286,7.5948,0.02,0.1313,13437620.35,1.1738,0.0384,0.0585,0.0759,0
2021-10-11,1223.51,1231.94,1198.13,1201.43,14768666,0.0555,0.1155,0.2355,72.6116,0.0318,0.0294,5.078,0.0213,0.1366,13360495.65,1.1054,-0.007,0.0377,0.0508,1
2021-10-12,1197.97,1215.18,1196.27,1208.29,6682011,0.0554,0.1166,0.2395,73.6234,0.0324,0.0298,4.6991,0.0211,0.1381,13249178.4,0.5043,0.0057,0.0225,0.047,1
2021-10-13,1213.37,1231.71,1208.97,1220.59,9959762,0.0594,0.1223,0.249,75.3796,0.0331,0.0303,6.6101,0.0205,0.1399,13293612.75,0.7492,0.0102,0.0528,0.0661,1
2021-10-14,1223.04,1230.78,1217.08,1223.06,8623469,0.0554,0.1191,0.2484,75.7291,0.0336,0.0309,7.191,0.0204,0.1452,13052342.1,0.6607,0.002,0.0498,0.0719,1
2021-10-18,1208.66,1243.26,1205.8,1226.32,13594479,0.0524,0.1167,0.2486,76.2091,0.0338,0.0314,7.2868,0.021,0.1436,11987959.4,1.134,0.0027,0.0136,0.0729,1
2021-10-19,1233.66,1246.14,1226.5,1237.3,8833409,0.0556,0.1212,0.2566,77.8015,0.0341,0.0317,6.8729,0.0206,0.1403,11840638.9,0.746,0.009,0.0299,0.0687,0
2021-10-20,1242.24,1242.24,1219.03,1223.06,12710570,0.0391,0.1036,0.2391,71.1501,0.0336,0.0324,3.4957,0.0209,0.1337,11980380.6,1.0609,-0.0115,0.0122,0.035,0
2021-10-21,1235.29,1235.56,1179.04,1187.78,20831669,0.0083,0.0687,0.2009,57.9351,0.0311,0.0329,2.4478,0.024,0.1248,12472168.45,1.6703,-0.0288,-0.0269,0.0245,1
2021-10-22,1186.64,1206.98,1182.8,1190.0,11027475,0.0092,0.0678,0.2008,58.458,0.0281,0.0319,2.138,0.0242,0.1179,12236122.35,0.9012,0.0019,-0.027,0.0214,0
2021-10-25,1213.82,1213.82,1164.0,1178.4,17198417,-0.0006,0.055,0.1868,54.6364,0.025,0.0308,-2.6003,0.026,0.1099,12336435.05,1.3941,-0.0097,-0.0391,-0.026,1
2021-10-26,1185.33,1208.79,1179.01,1205.24,9750178,0.02,0.0757,0.2113,60.9908,0.0233,0.0287,0.3171,0.0255,0.1033,12055252.25,0.8088,0.0228,-0.0259,0.0032,0
2021-10-27,1201.14,1212.37,1186.62,1190.0,9896298,0.0064,0.0595,0.1936,56.1788,0.0214,0.0276,-1.5137,0.0255,0.1012,11648304.25,0.8496,-0.0126,-0.027,-0.0151,0
2021-10-28,1186.64,1194.77,1173.28,1176.95,9886181,-0.0042,0.0459,0.1784,52.3686,0.0188,0.0261,-3.5753,0.026,0.0965,11656619.55,0.8481,-0.011,-0.0091,-0.0358,0
2021-10-29,1175.84,1175.84,1133.06,1148.71,14233025,-0.0255,0.02,0.1484,45.2212,0.0148,0.0243,-6.079,0.0263,0.0965,11688738.1,1.2177,-0.024,-0.0347,-0.0608,1
2021-11-01,1148.71,1157.66,1129.62,1149.42,15481114,-0.0225,0.0198,0.1474,45.4229,0.0112,0.0217,-6.2708,0.0259,0.0945,12014847.4,1.2885,0.0006,-0.0246,-0.0627,0
2021-11-02,1152.68,1154.03,1130.14,1132.66,10569130,-0.0334,0.0047,0.1292,41.5353,0.0071,0.019,-8.4571,0.0266,0.1035,11997376.3,0.881,-0.0146,-0.0602,-0.0846,0
2021-11-03,1135.03,1141.35,1114.63,1124.87,11989430,-0.0364,-0.0021,0.1201,39.8291,0.0032,0.016,-8.0282,0.027,0.1166,11920166.1,1.0058,-0.0069,-0.0547,-0.0803,1
2021-11-04,1129.1,1134.51,1127.77,1131.77,1705656,-0.0276,0.0039,0.1256,42.098,0.0006,0.0128,-4.7155,0.0266,0.1223,11492504.85,0.1484,0.0061,-0.0384,-0.0472,1
2021-11-08,1141.08,1141.35,1112.55,1133.18,20337183,-0.024,0.0049,0.1255,42.5745,-0.0014,0.01,-4.7748,0.026,0.1282,12192530.75,1.668,0.0012,-0.0135,-0.0477,1
2021-11-09,1134.56,1145.38,1126.43,1142.12,15682497,-0.0147,0.0123,0.1329,45.6299,-0.0022,0.0075,-3.0788,0.0257,0.1297,12188030.95,1.2867,0.0079,-0.0064,-0.0308,1
2021-11-10,1139.86,1158.56,1133.95,1154.9,10253470,-0.0034,0.0227,0.1439,49.7462,-0.002,0.0055,-4.1768,0.0255,0.1288,11962271.15,0.8572,0.0112,0.0196,-0.0418,1
2021-11-11,1150.43,1164.23,1148.4,1157.0,10722478,-0.0014,0.0236,0.1444,50.4105,-0.0016,0.0041,-2.7731,0.023,0.1273,12164294.5,0.8815,0.0018,0.0286,-0.0277,1
2021-11-12,1160.78,1177.02,1158.11,1174.46,8712341,0.0123,0.0374,0.1598,55.6592,-0.0001,0.0032,-0.2116,0.0224,0.1204,12101923.45,0.7199,0.0151,0.0377,-0.0021,0
2021-11-15,1177.59,1178.58,1164.0,1167.53,4803269,0.0058,0.0301,0.1512,53.2501,0.0006,0.0027,1.6384,0.0203,0.1146,11910913.45,0.4033,-0.0059,0.0303,0.0164,0
2021-11-16,1164.93,1166.26,1130.03,1140.4,11337581,-0.016,0.0059,0.123,45.0325,-0.0008,0.002,-0.7847,0.0213,0.1106,11798068.55,0.961,-0.0232,-0.0015,-0.0078,0
2021-11-17,1131.82,1131.82,1114.63,1115.99,10202029,-0.0336,-0.015,0.0979,39.1747,-0.0036,0.0009,-1.4718,0.0217,0.1036,11866499.55,0.8597,-0.0214,-0.0337,-0.0147,1
2021-11-18,1114.18,1127.31,1109.67,1120.2,8505625,-0.0272,-0.0109,0.1009,40.6096,-0.0055,-0.0003,-0.4152,0.0214,0.0941,11656252.3,0.7297,0.0038,-0.0318,-0.0042,0
2021-11-22,1103.35,1109.2,1064.81,1070.58,24124307,-0.064,-0.0527,0.0516,31.2518,-0.0109,-0.0025,-5.4066,0.0232,0.1176,11820884.2,2.0408,-0.0443,-0.0884,-0.0541,1
2021-11-23,1056.68,1087.57,1045.79,1080.59,25326999,-0.0503,-0.0422,0.0608,34.5294,-0.0139,-0.0047,-4.6409,0.0239,0.1245,12535860.4,2.0204,0.0094,-0.0745,-0.0464,0
2021-11-24,1077.94,1091.49,1061.44,1064.99,16820296,-0.0582,-0.0539,0.045,31.9712,-0.0176,-0.0074,-6.7532,0.0246,0.1391,12516954.35,1.3438,-0.0144,-0.0661,-0.0675,1
2021-11-25,1074.77,1133.2,1067.6,1129.1,42401936,-0.0014,0.0029,0.1067,48.7691,-0.0145,-0.0085,-2.234,0.0259,0.1192,14149542.25,2.9967,0.0602,0.0117,-0.0223,0
2021-11-26,1117.71,1122.15,1087.68,1092.71,15763138,-0.0305,-0.0283,0.0703,42.3733,-0.0157,-0.0101,-5.5566,0.0288,0.1183,14442884.25,1.0914,-0.0322,-0.0245,-0.0556,1
2021-11-29,1104.71,1132.29,1086.6,1105.8,24325354,-0.0171,-0.016,0.0822,45.1594,-0.015,-0.011,-5.8461,0.0295,0.1114,15164842.9,1.6041,0.012,0.0329,-0.0585,0
2021-11-30,1117.8,1121.38,1081.95,1089.45,32172299,-0.0287,-0.0294,0.0655,42.4019,-0.0159,-0.0121,-6.6876,0.0313,0.1154,16061806.6,2.003,-0.0148,0.0082,-0.0669,1
2021-12-01,1101.95,1120.52,1098.37,1117.35,10104610,-0.0035,-0.0044,0.0918,48.213,-0.0137,-0.0122,-2.0212,0.031,0.1105,15792981.4,0.6398,0.0256,0.0492,-0.0202,1
2021-12-02,1118.57,1130.57,1114.9,1124.53,12720411,0.0027,0.002,0.0977,49.6217,-0.0117,-0.012,0.7652,0.0308,0.1095,15900545.45,0.8,0.0064,-0.004,0.0077,0
2021-12-03,1131.57,1131.62,1087.0,1090.74,19222481,-0.0249,-0.0271,0.0641,43.6098,-0.0127,-0.0125,-2.6299,0.0333,0.1157,16262198.0,1.182,-0.03,-0.0018,-0.0263,0
2021-12-06,1094.25,1098.33,1067.6,1070.06,10332254,-0.0394,-0.0438,0.0434,40.3849,-0.015,-0.0132,-0.0486,0.035,0.1246,16693527.9,0.6189,-0.019,-0.0323,-0.0005,1
2021-12-07,1076.2,1088.81,1068.89,1078.78,11235122,-0.0287,-0.0347,0.0514,42.3217,-0.0156,-0.0136,-0.1675,0.0336,0.1266,16238424.85,0.6919,0.0081,-0.0098,-0.0017,1
2021-12-08,1097.92,1101.41,1089.86,1095.2,8744178,-0.0126,-0.0192,0.0667,45.8869,-0.0145,-0.0136,2.8366,0.0329,0.1233,15891508.9,0.5502,0.0152,-0.0198,0.0284,1
2021-12-09,1102.86,1120.93,1098.33,1112.57,13213547,0.0028,-0.0035,0.0827,49.4467,-0.0122,-0.0132,-1.464,0.0329,0.1158,16039512.75,0.8238,0.0159,-0.0106,-0.0146,1
2021-12-10,1105.23,1116.9,1100.75,1113.7,8364414,0.0034,-0.0024,0.0829,49.6786,-0.0104,-0.0126,1.9209,0.0303,0.1088,15921609.55,0.5253,0.001,0.021,0.0192,0
2021-12-13,1120.29,1120.56,1088.81,1091.37,12901733,-0.0151,-0.0215,0.0605,45.2599,-0.0107,-0.0124,-1.3049,0.0303,0.0955,16131079.15,0.7998,-0.0201,0.0199,-0.013,0
2021-12-14,1077.94,1089.72,1074.96,1078.01,12991523,-0.0247,-0.0322,0.0471,42.8066,-0.0117,-0.0124,-1.0501,0.0298,0.081,16540491.85,0.7854,-0.0122,-0.0007,-0.0105,0
2021-12-15,1079.76,1089.27,1069.38,1074.86,9366969,-0.025,-0.0337,0.0435,42.2255,-0.0126,-0.0125,-3.8027,0.0267,0.075,16441961.25,0.5697,-0.0029,-0.0186,-0.038,1
2021-12-16,1089.58,1094.02,1072.8,1088.77,9761279,-0.0112,-0.0204,0.0565,45.7293,-0.0119,-0.0122,-3.18,0.025,0.0722,16419923.75,0.5945,0.0129,-0.0214,-0.0318,0
2021-12-17,1086.12,1090.63,1050.77,1060.03,21049821,-0.0338,-0.0445,0.0283,40.2921,-0.0138,-0.0128,-2.8155,0.0253,0.0758,17047133.55,1.2348,-0.0264,-0.0482,-0.0282,0
2021-12-20,1049.8,1049.8,1017.75,1031.45,14325846,-0.0545,-0.0677,0.0005,35.7411,-0.0175,-0.014,-3.6082,0.0262,0.0923,16557210.5,0.8652,-0.027,-0.0549,-0.0361,1
2021-12-21,1046.85,1062.55,1038.18,1046.81,12836561,-0.0367,-0.0518,0.0153,39.6842,-0.0185,-0.0148,-2.9635,0.0258,0.0978,15932688.6,0.8057,0.0149,-0.0289,-0.0296,1
2021-12-22,1052.99,1074.28,1051.68,1071.65,17658543,-0.0126,-0.0282,0.039,45.5076,-0.0169,-0.0149,-2.1503,0.026,0.0945,15974600.95,1.1054,0.0237,-0.003,-0.0215,0
2021-12-23,1075.23,1077.94,1068.0,1071.26,9072401,-0.0117,-0.0275,0.0382,45.4335,-0.0159,-0.0151,-3.713,0.0237,0.0883,14308124.2,0.6341,-0.0004,-0.0161,-0.0371,1
2021-12-24,1073.42,1083.38,1058.72,1074.68,7886494,-0.0077,-0.0235,0.0411,46.2606,-0.0146,-0.015,-3.5036,0.0232,0.0882,13914292.0,0.5668,0.0032,0.0138,-0.035,0
2021-12-27,1069.59,1077.04,1063.5,1073.53,4017223,-0.008,-0.0236,0.0396,46.008,-0.0135,-0.0147,-1.6346,0.0228,0.0866,12898885.45,0.3114,-0.0011,0.0408,-0.0163,1
2021-12-28,1075.95,1089.2,1074.8,1086.28,6374613,0.0035,-0.0115,0.0514,49.312,-0.0115,-0.0139,0.7672,0.0221,0.0855,11609001.15,0.5491,0.0119,0.0377,0.0077,1
2021-12-29,1082.93,1095.61,1078.9,1088.14,15425312,0.0047,-0.0094,0.0526,49.7946,-0.0097,-0.013,1.2355,0.0214,0.0801,11875036.25,1.299,0.0017,0.0154,0.0124,0
2021-12-30,1087.0,1089.24,1062.36,1068.48,29333171,-0.0122,-0.0263,0.0332,44.9252,-0.0098,-0.0126,-1.8636,0.0226,0.0725,12705674.25,2.3087,-0.0181,-0.0026,-0.0186,1
2021-12-31,1074.77,1079.71,1068.89,1072.58,9477290,-0.0076,-0.0217,0.0368,46.1088,-0.0093,-0.0119,1.1839,0.0211,0.0716,12218414.7,0.7757,0.0038,-0.002,0.0118,1
2022-01-03,1071.15,1090.6,1070.49,1088.75,5421611,0.0066,-0.0067,0.0519,50.6163,-0.0075,-0.0109,5.5553,0.021,0.0708,11972882.55,0.4528,0.0151,0.0142,0.0556,1
2022-01-04,1094.2,1114.63,1088.81,1113.32,10847728,0.0265,0.0151,0.0748,56.5617,-0.0043,-0.0094,6.3536,0.021,0.0747,11953512.85,0.9075,0.0226,0.0249,0.0635,1
2022-01-05,1115.08,1121.88,1101.93,1118.53,11643813,0.0282,0.0191,0.079,57.724,-0.0014,-0.0077,4.3746,0.0208,0.0797,12098494.6,0.9624,0.0047,0.0279,0.0437,0
2022-01-06,1110.19,1111.46,1091.08,1094.48,14447422,0.0055,-0.0027,0.0552,50.9473,-0.0009,-0.0065,2.1675,0.0204,0.0778,12160188.35,1.1881,-0.0215,0.0243,0.0217,1
2022-01-07,1101.02,1113.29,1092.23,1103.31,13112115,0.0123,0.0051,0.0631,53.1232,0.0002,-0.0051,2.664,0.0189,0.0745,12397573.4,1.0576,0.0081,0.0287,0.0266,1
2022-01-10,1110.55,1112.82,1094.27,1104.21,9246731,0.0119,0.0057,0.0632,53.3504,0.0011,-0.0039,2.8579,0.0181,0.0765,12214823.3,0.757,0.0008,0.0142,0.0286,1
2022-01-11,1103.31,1120.95,1102.86,1112.16,16205164,0.0173,0.0124,0.0701,55.4059,0.0023,-0.0026,2.3824,0.0173,0.0801,12375505.35,1.3095,0.0072,-0.001,0.0238,1
2022-01-12,1119.3,1143.6,1116.44,1141.85,14800442,0.0401,0.0379,0.0976,62.1191,0.0053,-0.001,4.9359,0.0182,0.0906,12647179.0,1.1703,0.0267,0.0208,0.0494,1
2022-01-13,1141.92,1150.86,1136.1,1148.28,11856712,0.0414,0.0419,0.1027,63.404,0.008,0.0008,7.4686,0.0175,0.1025,12751950.65,0.9298,0.0056,0.0492,0.0747,1
2022-01-14,1148.15,1162.78,1144.0,1149.96,19930176,0.0386,0.0417,0.1031,63.75,0.0101,0.0027,7.2144,0.0178,0.1101,12695968.4,1.5698,0.0015,0.0423,0.0721,1
2022-01-17,1149.51,1161.73,1149.05,1155.96,8036453,0.0397,0.0452,0.1077,65.0218,0.0121,0.0045,6.1731,0.0175,0.1078,12381498.75,0.6491,0.0052,0.0469,0.0617,0
2022-01-18,1157.09,1160.53,1139.43,1142.17,6215029,0.0246,0.0314,0.0935,59.8265,0.0127,0.0062,2.5913,0.018,0.105,12050422.15,0.5158,-0.0119,0.027,0.0259,0
2022-01-19,1145.88,1151.32,1136.37,1142.08,9755485,0.0222,0.03,0.0924,59.7929,0.0129,0.0075,2.1054,0.0173,0.1055,11655269.25,0.837,-0.0001,0.0002,0.0211,0
2022-01-20,1132.32,1136.8,1111.91,1122.08,16494486,0.0039,0.0115,0.0724,52.7125,0.0117,0.0085,2.5217,0.0188,0.1034,12026373.5,1.3715,-0.0175,-0.0228,0.0252,1
2022-01-21,1110.55,1133.31,1110.55,1122.26,13338594,0.0036,0.0112,0.0718,52.7667,0.0105,0.0089,1.7176,0.0189,0.0994,12298978.5,1.0845,0.0002,-0.0241,0.0172,0
2022-01-24,1120.97,1134.45,1066.67,1076.99,21868937,-0.0335,-0.0284,0.0283,40.2645,0.0065,0.0087,-2.4651,0.0225,0.1027,13191564.2,1.6578,-0.0403,-0.0683,-0.0247,0
2022-01-25,1064.15,1081.86,1043.98,1074.89,24510205,-0.0321,-0.0292,0.026,39.7935,0.0027,0.0075,-3.3511,0.0238,0.1054,14098343.8,1.7385,-0.0019,-0.0589,-0.0335,0
2022-01-27,1058.02,1067.12,1046.72,1058.97,20020431,-0.0422,-0.0419,0.0107,36.3244,-0.0014,0.0058,-7.2584,0.0242,0.1145,14328099.75,1.3973,-0.0148,-0.0728,-0.0726,0
2022-01-28,1071.15,1076.09,1054.57,1057.95,14667727,-0.0392,-0.0412,0.0097,36.1073,-0.0048,0.0037,-7.8665,0.0242,0.1178,13594827.55,1.0789,-0.001,-0.0572,-0.0787,1
2022-01-31,1068.98,1089.9,1067.17,1080.93,12143683,-0.0166,-0.0196,0.0313,44.2018,-0.0055,0.0018,-6.0028,0.0246,0.1135,13728147.2,0.8846,0.0217,-0.0368,-0.06,0
2022-02-01,1090.63,1096.33,1063.04,1077.36,13200509,-0.018,-0.022,0.0276,43.2844,-0.0064,0.0002,-6.7995,0.0257,0.1159,14117092.1,0.9351,-0.0033,0.0003,-0.068,1
2022-02-02,1090.17,1090.17,1075.73,1079.55,10017691,-0.0145,-0.0192,0.0294,44.0516,-0.0068,-0.0012,-5.4825,0.0245,0.1183,14075590.25,0.7117,0.002,0.0043,-0.0548,0
2022-02-03,1083.38,1087.66,1063.09,1065.6,9572839,-0.0247,-0.0307,0.0159,40.3111,-0.0082,-0.0026,-6.6966,0.0255,0.1246,13972041.55,0.6851,-0.0129,0.0063,-0.067,0
2022-02-04,1060.28,1063.66,1051.27,1055.89,11061241,-0.0305,-0.038,0.0066,37.8989,-0.0099,-0.0041,-5.8989,0.0254,0.1324,13802732.5,0.8014,-0.0091,-0.0019,-0.059,0
2022-02-07,1060.73,1067.44,1043.98,1049.46,10714467,-0.033,-0.0422,0.0004,36.3478,-0.0117,-0.0056,-6.4869,0.0263,0.1409,13682850.1,0.7831,-0.0061,-0.0291,-0.0649,1
2022-02-08,1055.59,1068.89,1046.24,1067.1,12060849,-0.0152,-0.0251,0.0171,43.2142,-0.0113,-0.0067,-0.9183,0.026,0.1414,13823556.0,0.8725,0.0168,-0.0095,-0.0092,1
2022-02-09,1073.94,1081.21,1067.98,1079.53,11486225,-0.0034,-0.0133,0.0286,47.511,-0.0101,-0.0073,0.4317,0.0256,0.1402,13587609.05,0.8453,0.0116,-0.0,0.0043,0
2022-02-10,1085.06,1085.06,1071.2,1078.42,12464491,-0.004,-0.0137,0.0273,47.1678,-0.0091,-0.0077,1.8367,0.0246,0.1356,13470811.5,0.9253,-0.001,0.012,0.0184,0
2022-02-11,1074.89,1079.98,1061.68,1076.31,15943370,-0.0054,-0.015,0.025,46.4804,-0.0085,-0.0079,1.7354,0.0243,0.128,13675144.4,1.1659,-0.002,0.0193,0.0174,0
2022-02-14,1059.94,1066.6,1047.6,1059.17,10719633,-0.0192,-0.0296,0.0086,41.2247,-0.0092,-0.0082,-2.0131,0.0221,0.1213,13214617.25,0.8112,-0.0159,0.0093,-0.0201,1
2022-02-15,1064.9,1097.83,1057.88,1095.13,11212671,0.0127,0.0033,0.0424,53.1849,-0.0067,-0.0077,1.6494,0.0215,0.1013,13373428.15,0.8384,0.034,0.0263,0.0165,0
2022-02-16,1100.59,1101.95,1085.17,1092.87,10392840,0.0096,0.0011,0.0399,52.4624,-0.0051,-0.0072,1.2338,0.0208,0.0885,13582318.7,0.7652,-0.0021,0.0124,0.0123,1
2022-02-17,1096.11,1111.87,1091.53,1106.7,12853252,0.0202,0.0133,0.0525,56.3688,-0.0027,-0.0062,3.857,0.0204,0.0739,13737207.05,0.9357,0.0127,0.0262,0.0386,0
2022-02-18,1107.11,1112.55,1096.13,1098.05,6775458,0.0111,0.0051,0.0438,53.4124,-0.0014,-0.0053,3.9928,0.0196,0.067,13251255.65,0.5113,-0.0078,0.0202,0.0399,0
2022-02-21,1092.44,1103.99,1080.03,1086.96,11107193,0.0008,-0.0048,0.0329,49.8058,-0.0012,-0.0045,3.5733,0.0192,0.0563,13139685.6,0.8453,-0.0101,0.0262,0.0357,0
2022-02-22,1065.67,1085.15,1063.07,1082.02,13494914,-0.0034,-0.009,0.0279,48.2431,-0.0015,-0.0039,1.3982,0.0199,0.0568,12720984.45,1.0608,-0.0045,-0.012,0.014,0
2022-02-23,1087.5,1089.97,1072.51,1075.25,7310110,-0.0088,-0.0146,0.0213,46.108,-0.0021,-0.0036,-0.3965,0.0195,0.0572,11860979.7,0.6163,-0.0063,-0.0161,-0.004,0
2022-02-24,1043.98,1059.78,1016.08,1021.67,24846650,-0.0529,-0.0614,-0.0293,33.4794,-0.0069,-0.0044,-5.2623,0.0237,0.0756,12102290.65,2.0531,-0.0498,-0.0768,-0.0526,1
2022-02-25,1032.7,1045.31,1030.95,1034.44,14570089,-0.0373,-0.0478,-0.017,37.8486,-0.0094,-0.0054,-3.8901,0.0234,0.0812,12097408.75,1.2044,0.0125,-0.0579,-0.0389,1
2022-02-28,1015.89,1072.22,1015.89,1068.68,21297446,-0.0049,-0.0156,0.0153,47.757,-0.0084,-0.0058,0.8979,0.0249,0.0784,12555096.9,1.6963,0.0331,-0.0168,0.009,1
2022-03-02,1057.31,1087.46,1054.94,1086.35,21471786,0.0104,0.0006,0.0318,52.009,-0.0063,-0.0058,-0.8017,0.0257,0.0779,12968660.75,1.6557,0.0165,0.004,-0.008,0
2022-03-03,1087.0,1093.73,1073.44,1077.17,10186748,0.0017,-0.0075,0.0228,49.7439,-0.0054,-0.0058,-1.4366,0.0264,0.0784,12977113.6,0.785,-0.0085,0.0018,-0.0144,0
2022-03-04,1065.72,1070.83,1050.93,1053.28,10805667,-0.0186,-0.0284,0.0001,44.3326,-0.0065,-0.006,-4.827,0.0275,0.0817,13038755.0,0.8287,-0.0222,0.0309,-0.0483,0
2022-03-07,1032.06,1047.19,1006.38,1014.33,17983310,-0.0499,-0.062,-0.0365,37.2229,-0.0106,-0.0071,-7.6244,0.0299,0.0983,13384858.45,1.3436,-0.037,-0.0194,-0.0762,0
2022-03-08,1001.63,1017.25,987.36,1012.5,21289374,-0.0469,-0.0613,-0.0379,36.9233,-0.0136,-0.0084,-6.8503,0.0292,0.1096,13913603.8,1.5301,-0.0018,-0.0526,-0.0685,1
2022-03-09,1012.72,1072.06,1011.89,1066.21,20414228,0.0033,-0.0111,0.0131,49.716,-0.011,-0.0086,-1.4612,0.0306,0.1041,14331272.75,1.4245,0.053,-0.0185,-0.0146,1
2022-03-10,1087.0,1089.27,1068.89,1083.49,17980493,0.0176,0.0047,0.0292,53.0175,-0.008,-0.0084,0.7663,0.0303,0.1028,14655986.15,1.2268,0.0162,0.0059,0.0077,1
2022-03-11,1076.16,1091.98,1076.16,1086.62,12257423,0.0186,0.0073,0.0318,53.6116,-0.0054,-0.0078,6.3572,0.0302,0.1033,14645632.75,0.8369,0.0029,0.0317,0.0636,1
2022-03-14,1081.07,1098.05,1075.23,1095.54,8340678,0.0243,0.015,0.0399,55.3446,-0.0026,-0.0067,5.9066,0.0299,0.1046,14265498.15,0.5847,0.0082,0.0801,0.0591,0
2022-03-15,1099.66,1099.66,1060.21,1070.45,15925769,0.0008,-0.0079,0.0159,49.7181,-0.0023,-0.0059,0.1656,0.0316,0.1066,14525804.95,1.0964,-0.0229,0.0572,0.0017,1
2022-03-16,1078.85,1090.58,1076.63,1088.52,11149828,0.016,0.0085,0.0327,53.3931,-0.0007,-0.0048,0.1998,0.0313,0.1039,14522662.8,0.7678,0.0169,0.0209,0.002,1
2022-03-17,1101.84,1131.12,1093.84,1124.01,21422098,0.0442,0.0397,0.0657,59.6333,0.0031,-0.0031,4.3484,0.0292,0.1081,15074125.7,1.4211,0.0326,0.0374,0.0435,0
2022-03-21,1106.93,1125.05,1104.67,1117.53,11999466,0.0344,0.0323,0.0589,58.1036,0.0056,-0.0014,6.1,0.0292,0.1114,15031436.4,0.7983,-0.0058,0.0284,0.061,1
2022-03-22,1114.22,1148.12,1111.28,1146.4,22557065,0.055,0.0565,0.0853,62.695,0.0092,0.0008,13.0204,0.0272,0.1217,15820516.75,1.4258,0.0258,0.0464,0.1302,1
