Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI,MACD,MACD_Signal,ROC,ATR,BB_Width,Vol_MA,Vol_Ratio,Return_1D,Return_5D,Return_10D,Target
2016-02-22,225.98,228.97,225.98,227.31,4002396,-0.0199,-0.0462,-0.0764,30.4633,-0.0198,-0.018,-4.5437,0.0199,0.1338,6820653.0,0.5868,-0.0005,0.0156,-0.0454,0
2016-02-23,226.42,226.56,222.08,223.01,6078320,-0.0349,-0.0619,-0.093,26.3128,-0.0209,-0.0189,-5.4562,0.0211,0.1406,6617374.8,0.9185,-0.0189,-0.0035,-0.0546,0
2016-02-24,220.7,221.36,217.57,218.3,6463468,-0.0503,-0.0788,-0.1112,22.6694,-0.0234,-0.0201,-6.2567,0.0225,0.1535,6738574.8,0.9592,-0.0211,-0.026,-0.0626,0
2016-02-25,219.32,220.06,215.68,216.71,8463196,-0.052,-0.0824,-0.1166,21.583,-0.0255,-0.0213,-3.3451,0.0227,0.1648,6664136.0,1.27,-0.0073,-0.0473,-0.0335,1
2016-02-26,218.4,223.22,217.25,220.93,6209388,-0.0304,-0.0622,-0.0985,31.0306,-0.0246,-0.0216,-1.0702,0.0224,0.1599,6706596.2,0.9259,0.0195,-0.0286,-0.0107,1
2016-02-29,220.95,225.89,213.34,223.42,8812752,-0.0177,-0.0497,-0.0876,35.9352,-0.0229,-0.0217,-0.1787,0.025,0.1488,6916759.6,1.2741,0.0113,-0.0171,-0.0018,1
2016-03-01,224.13,226.85,223.42,226.25,4322560,-0.0048,-0.0362,-0.0753,41.0649,-0.0203,-0.0212,1.0992,0.0243,0.1362,6806456.2,0.6351,0.0127,0.0145,0.011,1
2016-03-02,229.43,232.4,228.74,231.55,6358976,0.0168,-0.0131,-0.0532,49.2591,-0.016,-0.0198,3.3152,0.0225,0.1249,6881892.8,0.924,0.0234,0.0607,0.0332,1
2016-03-03,232.36,234.49,232.19,233.54,4610400,0.023,-0.0044,-0.0446,51.9599,-0.012,-0.0181,2.6685,0.0217,0.1139,6828613.2,0.6752,0.0086,0.0777,0.0267,1
2016-03-04,233.44,235.62,228.31,234.62,5704624,0.025,0.0002,-0.0398,53.4093,-0.0084,-0.0161,3.1614,0.0227,0.1002,6737649.2,0.8467,0.0046,0.062,0.0316,0
