Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI,MACD,MACD_Signal,ROC,ATR,BB_Width,Vol_MA,Vol_Ratio,Return_1D,Return_5D,Return_10D,Target,Probability,Signal,Position_Change
2024-06-11,3583.5,3616.07,3579.77,3590.12,1419898,0.0081,-0.0,0.036,52.2292,-0.0033,-0.0063,0.3177,0.0199,0.0698,2681907.8,0.5294,-0.0017,0.0369,0.0032,0,0.5094,-1,-2
2024-06-12,3610.9,3628.7,3567.15,3571.06,2177001,0.0025,-0.0051,0.0302,50.1839,-0.0027,-0.0057,0.7363,0.0197,0.0689,2737842.0,0.7952,-0.0053,0.0227,0.0074,1,0.5109,-1,0
2024-06-13,3594.5,3625.44,3590.03,3614.4,1932323,0.0132,0.0067,0.0422,54.543,-0.0013,-0.0047,3.8021,0.0197,0.0691,2778707.1,0.6954,0.0121,0.0125,0.038,0,0.568,1,2
2024-06-14,3624.51,3624.51,3567.66,3571.43,1860730,0.0011,-0.0051,0.0295,49.8825,-0.0011,-0.004,4.3884,0.0198,0.067,2741773.65,0.6787,-0.0119,-0.0159,0.0439,0,0.522,1,0
2024-06-18,3565.84,3580.71,3536.95,3555.64,1774045,-0.003,-0.0091,0.0247,48.2509,-0.0013,-0.0035,3.0316,0.02,0.0671,2692185.7,0.659,-0.0044,-0.0113,0.0303,0,0.505,-1,-2
2024-06-19,3567.33,3573.11,3534.99,3543.15,1509050,-0.0059,-0.0121,0.0209,46.9429,-0.0017,-0.0032,2.334,0.0199,0.0674,2672232.35,0.5647,-0.0035,-0.0131,0.0233,0,0.5031,-1,0
2024-06-20,3537.83,3550.84,3522.97,3529.68,2846526,-0.0088,-0.0153,0.0168,45.5101,-0.0023,-0.003,1.0892,0.0189,0.0677,2749000.25,1.0355,-0.0038,-0.0116,0.0109,1,0.5119,-1,0
2024-06-21,3566.73,3614.07,3539.74,3551.58,4642195,-0.0024,-0.0088,0.0229,48.2744,-0.0023,-0.0028,-0.5129,0.0187,0.064,2876322.9,1.6139,0.0062,-0.0174,-0.0051,1,0.5131,-1,0
2024-06-24,3549.72,3594.69,3533.45,3557.22,1702154,-0.0007,-0.0069,0.0243,48.9921,-0.0021,-0.0027,-1.9812,0.0184,0.063,2895958.0,0.5878,0.0016,-0.004,-0.0198,1,0.5277,1,2
2024-06-25,3557.41,3585.97,3534.94,3577.4,1338808,0.0045,-0.0013,0.0298,51.5807,-0.0015,-0.0024,-0.5247,0.0164,0.0623,2870821.5,0.4664,0.0057,0.0061,-0.0052,1,0.53,1,0
2024-06-26,3583.04,3603.96,3579.77,3593.61,1639845,0.0082,0.0031,0.0341,53.6169,-0.0006,-0.0021,0.0972,0.0153,0.0627,2862714.1,0.5728,0.0045,0.0142,0.001,1,0.5316,1,0
2024-06-27,3570.45,3673.9,3558.43,3666.59,4526556,0.0258,0.0226,0.0545,61.4726,0.0017,-0.0013,2.6751,0.0155,0.0682,3010637.15,1.5035,0.0203,0.0388,0.0268,0,0.5568,1,0
2024-06-28,3651.35,3690.68,3632.76,3638.63,2731571,0.0163,0.0142,0.046,57.4576,0.0028,-0.0005,0.6704,0.0152,0.0695,3001254.2,0.9101,-0.0076,0.0245,0.0067,1,0.5308,1,0
2024-07-01,3619.85,3729.54,3619.85,3707.64,2658723,0.0321,0.0321,0.0651,63.7507,0.0051,0.0007,3.8139,0.0159,0.0677,2586350.35,1.028,0.019,0.0423,0.0381,1,0.5945,1,0
2024-07-02,3722.0,3749.77,3711.7,3744.18,2307449,0.0381,0.0405,0.0748,66.5705,0.0076,0.002,5.3026,0.0159,0.0713,2593884.15,0.8896,0.0099,0.0466,0.053,0,0.5629,1,0
2024-07-03,3746.6,3752.28,3686.02,3695.57,1821198,0.0222,0.0259,0.0602,59.8955,0.0086,0.0034,4.3018,0.0162,0.0692,2515144.2,0.7241,-0.013,0.0284,0.043,1,0.5075,-1,-2
