Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI,MACD,MACD_Signal,ROC,ATR,BB_Width,Vol_MA,Vol_Ratio,Return_1D,Return_5D,Return_10D,HL_Spread,Close_Position,RSI_Lag_1,RSI_Lag_2,Return_1D_Lag_1,Return_1D_Lag_2,MACD_Lag_1,MACD_Lag_2,Vol_Ratio_Lag_1,Vol_Ratio_Lag_2,Target,Probability,Signal,Position_Change
2025-04-17,928.45,947.05,925.84,940.64,35703084,0.0586,0.0822,0.1201,70.1902,0.018,0.0133,7.8542,0.0221,0.0986,26788599.8,1.3328,0.0153,0.0778,0.0785,0.0225,0.6978,67.2401,65.8042,0.007,0.0322,0.0152,0.0127,0.7374,1.9122,1,0.4947,-1,-2
2025-04-21,949.17,962.34,942.26,950.7,34247298,0.0629,0.0898,0.1306,72.1116,0.0208,0.0147,7.2456,0.0225,0.1041,28500964.7,1.2016,0.0107,0.0918,0.0725,0.0211,0.4203,70.1902,67.2401,0.0153,0.007,0.018,0.0152,1.3328,0.7374,1,0.5029,-1,0
2025-04-22,954.6,972.16,954.6,967.77,45961750,0.0736,0.1046,0.1492,75.0504,0.0239,0.0163,9.2957,0.0222,0.1181,30037981.9,1.5301,0.018,0.0858,0.093,0.0181,0.75,72.1116,70.1902,0.0107,0.0153,0.0208,0.018,1.2016,1.3328,0,0.5206,1,2
2025-04-23,976.25,976.25,947.44,949.12,30570642,0.0476,0.0798,0.1256,66.7717,0.0253,0.0184,5.8659,0.0237,0.1263,30674815.1,0.9966,-0.0193,0.0316,0.0587,0.0304,0.0583,75.0504,72.1116,0.018,0.0107,0.0239,0.0208,1.5301,1.2016,0,0.4833,-1,-2
2025-04-24,942.26,949.12,939.85,945.62,25931754,0.0394,0.0726,0.1201,65.3156,0.0255,0.0199,9.0517,0.0221,0.1295,30295989.6,0.8559,-0.0037,0.0207,0.0905,0.0098,0.6224,66.7717,75.0504,-0.0193,0.018,0.0253,0.0239,0.9966,1.5301,0,0.517,-1,0
2025-04-25,949.56,953.61,933.28,942.86,18500878,0.0328,0.0666,0.1155,64.128,0.0252,0.021,8.0295,0.0225,0.133,30351346.7,0.6096,-0.0029,0.0024,0.0803,0.0216,0.4712,65.3156,66.7717,-0.0037,-0.0193,0.0255,0.0253,0.8559,0.9966,1,0.4982,-1,0
2025-04-28,942.86,951.98,941.47,947.3,13920492,0.034,0.0686,0.1194,65.2235,0.0248,0.0217,8.7938,0.0222,0.1368,29092300.5,0.4785,0.0047,-0.0036,0.0879,0.0111,0.5547,64.128,65.3156,-0.0029,-0.0037,0.0252,0.0255,0.6096,0.8559,0,0.4847,-1,0
2025-04-29,946.6,951.54,937.43,941.67,18918308,0.0251,0.0597,0.1115,62.6124,0.024,0.0222,5.6477,0.0217,0.1389,28814293.8,0.6566,-0.0059,-0.027,0.0565,0.015,0.3005,65.2235,64.128,0.0047,-0.0029,0.0248,0.0252,0.4785,0.6096,1,0.4382,-1,0
2025-04-30,943.74,955.53,942.41,949.66,31936870,0.0305,0.0658,0.1196,64.768,0.0235,0.0223,3.2228,0.0196,0.141,28328232.3,1.1274,0.0085,0.0006,0.0322,0.0138,0.5526,62.6124,65.2235,-0.0059,0.0047,0.024,0.0248,0.6566,0.4785,0,0.4866,-1,0
2025-05-02,952.03,958.0,947.2,948.13,17840404,0.026,0.0614,0.1165,64.007,0.0229,0.0225,2.3368,0.0193,0.1436,27781570.1,0.6422,-0.0016,0.0027,0.0234,0.0114,0.0861,64.768,62.6124,0.0085,-0.0059,0.0235,0.024,1.1274,0.6566,1,0.4631,-1,0
2025-05-05,956.57,962.98,953.26,955.48,15068024,0.0306,0.0667,0.1238,66.0696,0.0225,0.0224,1.5776,0.0194,0.1387,27109421.0,0.5558,0.0078,0.0134,0.0158,0.0102,0.2284,64.007,64.768,-0.0016,0.0085,0.0229,0.0235,0.6422,1.1274,0,0.4845,-1,0
