Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI,MACD,MACD_Signal,ROC,ATR,BB_Width,Vol_MA,Vol_Ratio,Return_1D,Return_5D,Return_10D,HL_Spread,Close_Position,RSI_Lag_1,RSI_Lag_2,Return_1D_Lag_1,Return_1D_Lag_2,MACD_Lag_1,MACD_Lag_2,Vol_Ratio_Lag_1,Vol_Ratio_Lag_2,Target,Probability,Signal,Position_Change
2026-05-05,36.49,36.71,33.55,34.54,81718998,-0.0163,0.0534,-0.1363,51.0919,0.05,0.0674,-7.8196,0.0567,0.341,219400577.05,0.3725,-0.0514,-0.0355,-0.0782,0.0915,0.3133,57.6593,58.2167,-0.0041,0.0,0.0554,0.0594,0.2394,0.0,1,0.3189,-1,0
2026-05-06,34.99,35.19,33.85,34.81,55246816,-0.0078,0.059,-0.1284,51.943,0.0431,0.0621,-9.4197,0.0555,0.2698,215449866.3,0.2564,0.0078,-0.0387,-0.0942,0.0385,0.7164,51.0919,57.6593,-0.0514,-0.0041,0.05,0.0554,0.3725,0.2394,1,0.3327,-1,0
2026-05-07,35.05,35.58,34.52,35.09,48920988,0.0002,0.0647,-0.1203,52.8592,0.0378,0.0569,-5.8239,0.0503,0.2059,204858624.8,0.2388,0.008,-0.0402,-0.0582,0.0302,0.5377,51.943,51.0919,0.0078,-0.0514,0.0431,0.05,0.2564,0.3725,1,0.292,-1,0
2026-05-08,34.6,36.64,34.41,36.08,87200801,0.0256,0.0907,-0.0946,56.0497,0.0348,0.0512,0.8103,0.0482,0.2011,169898518.45,0.5133,0.0282,-0.0131,0.0081,0.0618,0.7489,52.8592,51.943,0.008,0.0078,0.0378,0.0431,0.2388,0.2564,1,0.3107,-1,0
2026-05-11,36.35,37.73,35.82,36.97,113599340,0.0459,0.1125,-0.0716,58.7523,0.034,0.0468,0.1083,0.0456,0.1727,123863833.5,0.9171,0.0247,0.0154,0.0011,0.0517,0.6021,56.0497,52.8592,0.0282,0.008,0.0348,0.0378,0.5133,0.2388,0,0.2928,-1,0
2026-05-12,36.97,37.34,34.95,35.13,54912648,-0.0056,0.0548,-0.1168,51.6771,0.0312,0.0456,-1.8989,0.0501,0.1846,107675472.45,0.51,-0.0498,0.0171,-0.019,0.068,0.0753,58.7523,56.0497,0.0247,0.0282,0.034,0.0348,0.9171,0.5133,1,0.2988,-1,0
2026-05-13,35.17,36.19,34.86,36.02,44235574,0.0177,0.078,-0.0936,54.5294,0.0286,0.0413,-0.5247,0.0478,0.1753,95847857.5,0.4615,0.0253,0.0348,-0.0052,0.0369,0.8722,51.6771,58.7523,-0.0498,0.0247,0.0312,0.034,0.51,0.9171,0,0.3372,-1,0
2026-05-14,36.25,36.8,35.02,36.0,59616494,0.0155,0.0742,-0.0932,54.4517,0.0267,0.0384,-1.5317,0.0457,0.1687,88318023.75,0.675,-0.0006,0.0259,-0.0153,0.0494,0.5506,54.5294,51.6771,0.0253,-0.0498,0.0286,0.0312,0.4615,0.51,0,0.2936,-1,0
2026-05-15,36.25,36.37,35.46,35.68,47083086,0.0058,0.0619,-0.1004,53.1454,0.0245,0.0359,-2.407,0.0438,0.13,73106441.85,0.644,-0.0089,-0.0111,-0.0241,0.0255,0.2418,54.4517,54.5294,-0.0006,0.0253,0.0267,0.0286,0.675,0.4615,0,0.2936,-1,0
2026-05-18,35.67,35.67,34.43,34.93,33867668,-0.0139,0.038,-0.1183,50.1112,0.0211,0.0335,-4.0648,0.0445,0.1127,67551119.65,0.5014,-0.021,-0.0552,-0.0406,0.0355,0.4032,53.1454,54.4517,-0.0089,-0.0006,0.0245,0.0267,0.644,0.675,1,0.3082,-1,0
2026-05-19,35.08,38.14,34.95,36.58,131477628,0.0295,0.0833,-0.0759,56.0554,0.0205,0.0297,5.9062,0.0461,0.1028,67008441.2,1.9621,0.0472,0.0413,0.0591,0.0872,0.511,50.1112,53.1454,-0.021,-0.0089,0.0211,0.0245,0.5014,0.644,1,0.3319,-1,0
2026-05-20,36.58,37.85,36.02,36.96,93036898,0.0362,0.0906,-0.0657,57.3167,0.0212,0.0278,6.1764,0.0465,0.0858,65894927.75,1.4119,0.0104,0.0261,0.0618,0.0495,0.5137,56.0554,50.1112,0.0472,-0.021,0.0205,0.0211,1.9621,0.5014,0,0.2955,-1,0
2026-05-21,35.63,36.1,34.83,35.51,103799544,-0.004,0.0458,-0.1014,51.2695,0.0193,0.027,1.1969,0.0527,0.0838,67266330.15,1.5431,-0.0392,-0.0136,0.012,0.0358,0.5354,57.3167,56.0554,0.0104,0.0472,0.0212,0.0205,1.4119,1.9621,1,0.3404,-1,0
2026-05-22,35.89,36.83,35.32,36.01,78171002,0.009,0.058,-0.088,53.1068,0.0177,0.0248,-0.194,0.0517,0.0825,67006843.75,1.1666,0.0141,0.0092,-0.0019,0.0419,0.457,51.2695,57.3167,-0.0392,0.0104,0.0193,0.0212,1.5431,1.4119,1,0.3384,-1,0
2026-05-25,36.49,38.15,36.36,37.89,96157095,0.0555,0.1083,-0.04,59.3176,0.0197,0.0228,2.4885,0.0472,0.0882,67985135.1,1.4144,0.0522,0.0847,0.0249,0.0472,0.8547,53.1068,51.2695,0.0141,-0.0392,0.0177,0.0193,1.1666,1.5431,0,0.3163,-1,0
