Date,Open,High,Low,Close,Volume
2020-09-17,1047.12,1053.3,1034.41,1037.53,25828669
2020-09-18,1044.52,1046.87,1027.51,1040.66,33074915
2020-09-21,1038.09,1054.34,1014.33,1018.17,33627381
2020-09-22,1027.71,1027.71,993.66,997.99,34792254
2020-09-23,1020.04,1027.6,995.35,1006.86,42988708
2020-09-24,996.52,1004.69,982.15,984.47,29826318
2020-09-25,987.99,998.73,978.2,993.73,28374935
2020-09-28,1005.14,1010.11,996.14,1000.29,19666849
2020-09-29,1004.24,1021.84,1000.29,1013.29,25842539
2020-09-30,1020.04,1023.2,1004.24,1008.46,24465159
2020-10-01,1021.75,1021.75,999.28,1004.35,20783227
2020-10-05,1012.82,1015.14,995.67,998.46,18922799
2020-10-06,1004.35,1008.26,993.7,997.63,18412175
2020-10-07,1008.75,1042.15,1001.98,1018.91,53170865
2020-10-08,1019.59,1023.65,1002.93,1010.67,21077808
2020-10-09,1008.75,1016.88,1000.68,1008.06,18545499
2020-10-12,1008.75,1018.12,1004.81,1009.68,14226473
2020-10-13,1006.77,1031.66,1004.63,1029.38,23112012
2020-10-14,1028.57,1039.9,1023.87,1032.45,26742011
2020-10-15,1033.58,1033.58,990.7,995.89,20036197
2020-10-16,999.73,1007.63,980.61,982.04,21583600
2020-10-19,988.47,1005.91,972.71,982.22,31200385
2020-10-20,983.48,989.8,971.41,973.05,18482288
2020-10-21,978.51,989.35,946.81,958.93,34082321
2020-10-22,960.19,962.49,943.76,950.96,30802210
2020-10-23,950.53,963.62,946.2,953.71,23422125
2020-10-26,948.7,948.7,911.04,915.82,37324416
2020-10-27,918.44,929.7,904.95,918.26,36478896
2020-10-28,921.55,928.73,906.03,907.86,29924017
2020-10-29,901.33,921.65,898.63,914.83,30655304
2020-10-30,917.81,932.07,912.53,927.29,34021563
2020-11-02,914.88,914.88,839.12,847.38,99366895
2020-11-03,853.04,861.62,828.26,835.17,88691623
2020-11-04,829.12,870.64,829.12,863.51,80180117
2020-11-05,882.36,885.06,872.0,882.38,37205373
