Datetime,Open,High,Low,Close,Volume
2026-05-15 13:10:00,1337.1,1337.4,1336.0,1336.0,365909
2026-05-15 13:15:00,1335.9,1336.5,1335.5,1336.4,223942
2026-05-15 13:20:00,1336.4,1337.2,1335.9,1336.1,701601
2026-05-15 13:25:00,1336.7,1337.0,1335.9,1336.5,381613
2026-05-15 13:30:00,1336.5,1336.5,1335.5,1336.0,145524
2026-05-15 13:35:00,1336.0,1336.9,1335.7,1336.0,191750
2026-05-15 13:40:00,1336.0,1337.4,1335.9,1337.4,506871
2026-05-15 13:45:00,1337.4,1337.4,1333.0,1334.5,892136
2026-05-15 13:50:00,1334.2,1335.4,1332.6,1333.9,179990
2026-05-15 13:55:00,1333.8,1334.9,1333.7,1334.1,93835
2026-05-15 14:00:00,1334.2,1336.5,1334.1,1335.4,143953
2026-05-15 14:05:00,1335.5,1336.5,1335.0,1335.9,129054
2026-05-15 14:10:00,1335.9,1336.4,1335.3,1336.0,144143
2026-05-15 14:15:00,1336.2,1336.5,1335.3,1336.0,124849
2026-05-15 14:20:00,1335.9,1336.5,1335.6,1335.8,139619
2026-05-15 14:25:00,1335.8,1335.9,1334.7,1335.8,132594
2026-05-15 14:30:00,1335.8,1336.1,1335.0,1335.8,148696
2026-05-15 14:35:00,1335.8,1336.7,1335.3,1335.6,243308
2026-05-15 14:40:00,1336.0,1336.7,1335.4,1335.6,260895
2026-05-15 14:45:00,1335.6,1335.6,1332.2,1332.2,214129
2026-05-15 14:50:00,1332.2,1332.9,1329.4,1329.9,452136
2026-05-15 14:55:00,1329.8,1331.8,1329.4,1331.2,234540
2026-05-15 15:00:00,1331.1,1337.5,1330.5,1337.5,545692
2026-05-15 15:05:00,1337.4,1337.9,1336.5,1337.0,386484
2026-05-15 15:10:00,1337.0,1337.7,1336.2,1337.3,351235
2026-05-15 15:15:00,1337.3,1337.5,1336.0,1337.0,361133
2026-05-15 15:20:00,1337.0,1338.0,1336.4,1337.1,443470
2026-05-15 15:25:00,1337.1,1340.0,1337.0,1339.0,268259
2026-05-18 09:15:00,1333.0,1333.7,1322.6,1326.0,0
2026-05-18 09:20:00,1325.9,1325.9,1323.5,1324.8,213967
2026-05-18 09:25:00,1324.6,1324.9,1323.0,1324.3,99234
2026-05-18 09:30:00,1324.2,1324.2,1322.5,1323.2,76575
2026-05-18 09:35:00,1323.4,1323.6,1319.5,1320.0,175725
2026-05-18 09:40:00,1320.1,1324.2,1319.5,1323.5,88018
2026-05-18 09:45:00,1323.9,1323.9,1321.1,1321.3,304689
